"N° d'AR";"N° de commande";"Code client";"Code STAUFF";Désigniation;Quantité;"Prix unit.";"Date départ";Status
21905842;1768;168866;116204.271;CLH-426.9-PP-BK;350;0,0824;03/09/2019;"En Cours"
21905842;1768;168868;116205.352;CLH-535-PP-BK;150;0,1236;03/09/2019;"En Cours"
21905842;1768;168870;125205;DP-5-W3;175;0,0824;05/09/2019;"En Cours"
21905842;1768;170387;316103.215;CLH-321.3/21.3-PP-BK;1200;0,0927;03/09/2019;"En Cours"
21905842;1768;172914;116202.183;CLH-218-PP-BK;200;0,0618;03/09/2019;"En Cours"
21905842;1768;173004;116201.084;CLH-108a-PP-BK;2000;0,0618;03/09/2019;"En Cours"
21905842;1768;173716;116205.402;CLH-540-PP-BK;100;0,1236;03/09/2019;"En Cours"
21905842;1768;177119;325205;GD-5D-W3;75;0,1648;03/09/2019;"En Cours"
21905842;1768;177878;316104.282;CLH-428/28-PP-PP-BK;650;0,1648;03/09/2019;"En Cours"
21905842;1768;203617;116204.282;CLH-428-PP-BK;200;0,0824;03/09/2019;"En Cours"
21905842;1768;217217;316102.153;CLH-215/15-PP-BK;600;0,0618;03/09/2019;"En Cours"
21905842;1768;230567;310303;SP-3D-M-W3;375;0,4200;03/09/2019;"En Cours"
21905842;1768;233012;3191032525;CLH-325/20-PP-BK;200;0,1300;03/09/2019;"En Cours"
21905842;1768;245395;3191021615;CLH-216/13.5-PP-BK;200;0,1100;03/09/2019;"En Cours"
21905842;1768;257899;310302;SP-2D-M-W3;125;0,3800;03/09/2019;"En Cours"
21905842;1768;261357;3191042531;CLH-430/25-PP-BK;300;0,2000;03/09/2019;"En Cours"
21905842;1768;261452;3191053228;CLH-532/25-PP-BK;100;0,3000;03/09/2019;"En Cours"
21905842;1768;264677;3191032426;CLH-325/23-PP-BK;400;0,1545;03/09/2019;"En Cours"
21905842;1768;268218;316102.123;CLH-212/12-PP-BK;200;0,5100;03/09/2019;"En Cours"
21905842;1768;268225;3191032014;CLH-320/13.5-PP-BK;100;0,7100;03/09/2019;"En Cours"
21905842;1768;271235;1130023848;CLH-01-36-71-PA-23848;250;5,6000;03/09/2019;"En Cours"
21905842;1768;271672;3191032322;CLH-323/20-PP-BK;100;0,1300;03/09/2019;"En Cours"
21905842;1768;274240;3192021715;CLH-217.2/13.5-PP-BK;350;0,6000;03/09/2019;"En Cours"
21905842;1768;274925;316103.163;CLH-316/16-PP-BK;100;0,1436;03/09/2019;"En Cours"
21905842;1768;281070;316103.175;CLH-317.2/17.2-PP-BK;300;0,1400;03/09/2019;"En Cours"
21905842;1768;281212;3192021713;CLH-217.2/12-PP-BK;200;0,1100;03/09/2019;"En Cours"
21905842;1768;281384;405203;DPL-3-W3;25;0,1400;03/09/2019;"En Cours"
21905842;1768;298844;3192021717;CLH-217.2/15-PP-BK;100;0,1100;03/09/2019;"En Cours"
21905842;1768;303809;3191053629;CLH-536/28-PP-BK;300;0,4000;03/09/2019;"En Cours"
21905842;1768;308420;3192021413;CLH-214/12-PP-BK;100;0,1155;03/09/2019;"En Cours"
21905842;1768;477484;911112312;SMK-20-M12x1.5-B-C-W3;40;6,2800;03/09/2019;"En Cours"
21905842;1768;52552128;3191042823;CLH-428/22-PP-BK;200;0,2000;03/09/2019;"En Cours"
21905842;1768;52618210;125200;DP-1-W3;50;0,0678;03/09/2019;"En Cours"
21905842;1768;605816;941112208;SMK-20-08S-B-K-W3;500;2,9000;03/09/2019;"En Cours"
21905842;1768;733626;941110216;SKK-12-16S-B-K-GS-W3;25;11,5000;03/09/2019;"En Cours"
21905842;1768;733809;404503.150;LNGF-315/15-PA;25;0,3500;03/09/2019;"En Cours"
