"N° d'AR";"N° de commande";"Code client";"Code STAUFF";Désigniation;Quantité;"Prix unit.";"Date départ";Status
21904748;1768;163732;110103;SP-3-M-W2;500;0,2266;10/07/2019;Expédié
21904748;1768;163876;110102;SP-2-M-W2;1350;0,2163;10/07/2019;Expédié
21904748;1768;168001;310502;SP-2D-M-W2-OV;5100;0,3090;10/07/2019;Expédié
21904748;1768;168486;116202.137;CLH-213.5-PP-BK;1350;0,0618;10/07/2019;Expédié
21904748;1768;168488;116203.216;CLH-321.3-PP-BK;200;0,0721;10/07/2019;Expédié
21904748;1768;168490;125202;DP-2-W3;2100;0,0618;10/07/2019;Expédié
21904748;1768;168491;125203;DP-3-W3;675;0,0618;10/07/2019;Expédié
21904748;1768;168492;316102.139;CLH-213.5/13.5-PP-BK;4000;0,0618;10/07/2019;Expédié
21904748;1768;168494;325202;GD-2D-W3;6000;0,1030;10/07/2019;Expédié
21904748;1768;168746;116201.124;CLH-112a-PP-BK;1250;0,0618;10/07/2019;Expédié
21904748;1768;168758;316102.163;CLH-216/16-PP-BK;5000;0,0618;10/07/2019;Expédié
21904748;1768;168845;110101;SP-1A-M-W2;1100;0,2060;10/07/2019;Expédié
21904748;1768;168847;125201;DP-1a-W3;2300;0,0515;10/07/2019;Expédié
21904748;1768;168848;310501;SP-1D-M-W2-OV;1050;0,2472;10/07/2019;Expédié
21904748;1768;168850;116202.163;CLH-216-PP-BK;1750;0,0618;10/07/2019;Expédié
21904748;1768;168851;116203.202;CLH-320-PP-BK;950;0,0721;10/07/2019;Expédié
21904748;1768;168852;316103.203;CLH-320/20-PP-BK;2400;0,0927;10/07/2019;Expédié
21904748;1768;168853;310503;SP-3D-M-W2-OV;4900;0,3399;10/07/2019;Expédié
21904748;1768;168854;325203;GD-3D-W3;7000;0,1030;10/07/2019;Expédié
21904748;1768;168855;316103.252;CLH-325/25-PP-PP-BK;1700;0,0927;10/07/2019;Expédié
21904748;1768;168858;125204;DP-4-W3;1875;0,0721;10/07/2019;Expédié
21904748;1768;168860;310504;SP-4D-M-W2-OV;100;0,3708;10/07/2019;Expédié
21904748;1768;168861;325204;GD-4D-W3;925;0,1236;10/07/2019;Expédié
21904748;1768;168863;316102.174;CLH-217.2/17.2-PP-BK;3000;0,0618;10/07/2019;Expédié
21904748;1768;168864;116203.232;CLH-323-PP-BK;550;0,0721;10/07/2019;Expédié
21904748;1768;168865;316103.232;CLH-323/23-PP-BK;5500;0,0927;10/07/2019;Expédié
21904748;1768;168866;116204.271;CLH-426.9-PP-BK;950;0,0824;10/07/2019;Expédié
21904748;1768;168868;116205.352;CLH-535-PP-BK;400;0,1236;10/07/2019;Expédié
21904748;1768;168869;110105;SP-5-M-W2;250;0,2575;10/07/2019;Expédié
21904748;1768;168870;125205;DP-5-W3;475;0,0824;10/07/2019;Expédié
21904748;1768;170387;316103.215;CLH-321.3/21.3-PP-BK;6600;0,0927;10/07/2019;Expédié
21904748;1768;172914;116202.183;CLH-218-PP-BK;150;0,0618;10/07/2019;Expédié
21904748;1768;173004;116201.084;CLH-108a-PP-BK;4000;0,0618;10/07/2019;Expédié
21904748;1768;173716;116205.402;CLH-540-PP-BK;200;0,1236;10/07/2019;Expédié
21904748;1768;174204;3191032018;CLH-320/16-PP-BK;1950;0,1030;10/07/2019;Expédié
21904748;1768;177082;125206;DP-6-W3;200;0,1030;10/07/2019;Expédié
21904748;1768;177119;325205;GD-5D-W3;300;0,1648;10/07/2019;Expédié
21904748;1768;177878;316104.282;CLH-428/28-PP-PP-BK;1250;0,1648;10/07/2019;Expédié
21904748;1768;203617;116204.282;CLH-428-PP-BK;300;0,0824;10/07/2019;Expédié
21904748;1768;217217;316102.153;CLH-215/15-PP-BK;2500;0,0618;10/07/2019;Expédié
21904748;1768;230567;310303;SP-3D-M-W3;775;0,4200;10/07/2019;Expédié
21904748;1768;232463;3191032527;CLH-325/21.3-PP-BK;2500;0,1300;10/07/2019;Expédié
21904748;1768;232826;3191031323;CLH-322/13.5-PP-BK;100;0,1236;10/07/2019;Expédié
21904748;1768;232827;3191021510;CLH-215/08-PP-BK;50;0,1100;10/07/2019;Expédié
21904748;1768;233012;3191032525;CLH-325/20-PP-BK;300;0,1300;10/07/2019;Expédié
21904748;1768;245395;3191021615;CLH-216/13.5-PP-BK;600;0,1100;10/07/2019;Expédié
21904748;1768;257899;310302;SP-2D-M-W3;300;0,3800;10/07/2019;Expédié
21904748;1768;259718;316105.363;CLH-536/36-PP-PP-BK;400;0,3300;10/07/2019;Expédié
21904748;1768;259719;3191042623;CLH-426.9/22-PP-BK;50;0,2000;10/07/2019;Expédié
21904748;1768;261357;3191042531;CLH-430/25-PP-BK;200;0,2000;10/07/2019;Expédié
21904748;1768;261452;3191053228;CLH-532/25-PP-BK;350;0,3000;10/07/2019;Expédié
21904748;1768;261679;1210020982;SMK-20-M10x1-B-E-W3;450;3,1000;10/07/2019;Expédié
21904748;1768;261680;1210003019;SMK-20-M14x1.5-B-E-W3;70;2,6000;10/07/2019;Expédié
21904748;1768;264677;3191032426;CLH-325/23-PP-BK;800;0,1545;10/07/2019;Expédié
21904748;1768;268218;316102.123;CLH-212/12-PP-BK;250;0,5100;10/07/2019;Expédié
21904748;1768;268225;3191032014;CLH-320/13.5-PP-BK;100;0,7100;10/07/2019;Expédié
21904748;1768;271235;1130023848;CLH-01-36-71-PA-23848;400;5,6000;10/07/2019;Expédié
21904748;1768;271672;3191032322;CLH-323/20-PP-BK;100;0,1300;10/07/2019;Expédié
21904748;1768;274239;3192032019;CLH-320/17.2-PP-BK;150;0,1300;10/07/2019;Expédié
21904748;1768;274240;3192021715;CLH-217.2/13.5-PP-BK;1350;0,6000;10/07/2019;Expédié
21904748;1768;274925;316103.163;CLH-316/16-PP-BK;250;0,1436;10/07/2019;Expédié
21904748;1768;280955;941112108;SMK-20-08L-B-K-W3;50;4,6000;10/07/2019;Expédié
21904748;1768;281070;316103.175;CLH-317.2/17.2-PP-BK;400;0,1400;10/07/2019;Expédié
21904748;1768;281212;3192021713;CLH-217.2/12-PP-BK;400;0,1100;10/07/2019;Expédié
21904748;1768;281384;405203;DPL-3-W3;100;0,1400;10/07/2019;Expédié
21904748;1768;295713;405204;DPL-4-W3;50;0,1400;10/07/2019;Expédié
21904748;1768;298020;4055042016;LNUF-420/16-PA;100;0,6362;10/07/2019;Expédié
21904748;1768;298844;3192021717;CLH-217.2/15-PP-BK;200;0,1100;10/07/2019;Expédié
21904748;1768;303809;3191053629;CLH-536/28-PP-BK;500;0,4000;10/07/2019;Expédié
21904748;1768;308420;3192021413;CLH-214/12-PP-BK;100;0,1155;10/07/2019;Expédié
21904748;1768;477484;911112312;SMK-20-M12x1.5-B-C-W3;80;6,2800;10/07/2019;Expédié
21904748;1768;52552128;3191042823;CLH-428/22-PP-BK;200;0,2000;10/07/2019;Expédié
21904748;1768;52618210;125200;DP-1-W3;50;0,0678;10/07/2019;Expédié
21904748;1768;605816;941112208;SMK-20-08S-B-K-W3;825;2,9000;10/07/2019;Expédié
21904748;1768;733809;404503.150;LNGF-315/15-PA;75;0,3500;10/07/2019;Expédié
21904908;1770;279146;3191011209;CLH-112/08-PP-BK;150;0,5400;10/07/2019;Expédié
21904931;1772;168487;116202.175;CLH-217.2-PP-BK;300;0,0618;16/07/2019;"En Cours"
21904931;1772;168844;316101.123;CLH-112/12-PP-BK;200;0,0412;16/07/2019;"En Cours"
21904931;1772;168856;116204.303;CLH-430-PP-BK;400;0,0824;16/07/2019;"En Cours"
21904931;1772;168859;316104.303;CLH-430/30-PP-PP-BK;60;0,1648;16/07/2019;"En Cours"
21904931;1772;172914;116202.183;CLH-218-PP-BK;200;0,0618;16/07/2019;"En Cours"
21904931;1772;173717;116206.447;CLH-644.5-PP-BK;100;0,2163;16/07/2019;"En Cours"
21904931;1772;174321;116205.382;CLH-538-PP-BK;150;0,1236;16/07/2019;"En Cours"
21904931;1772;203617;116204.282;CLH-428-PP-BK;200;0,0824;16/07/2019;"En Cours"
21904931;1772;209578;150472;CLH-05-30/16-122-PA-11019;1500;0,8100;16/07/2019;"En Cours"
21904931;1772;292524;341103;SIV-2-3D-W3;25;0,1000;16/07/2019;"En Cours"
21904931;1772;52502862;116500.121;CLH-112-PA;50;0,1350;16/07/2019;"En Cours"
21904931;1772;52586394;6100098911;CLH-05-26/16-130-PP-H-98911;300;1,3191;16/07/2019;"En Cours"
21904931;1772;52600143;6100132565;CLH-321.3/21.3-PP-H-BK;150;0,2596;16/07/2019;"En Cours"
21904931;1772;734150;1130022189;LBBU-DP-2D-M8/U5/16-W3;50;0,2500;16/07/2019;"En Cours"
21904932;1770;163732;110103;SP-3-M-W2;100;0,2266;16/07/2019;"En Cours"
21904932;1770;168849;325201;GD-1D-W3;200;0,0927;16/07/2019;"En Cours"
21904932;1770;168867;316104.272;CLH-426.9/26.9-PP-PP-BK;50;0,1648;16/07/2019;"En Cours"
21904932;1770;178155;911112809;SMK-20-9/16UNF-B-E-W3;125;2,8000;16/07/2019;"En Cours"
21904932;1770;261680;1210003019;SMK-20-M14x1.5-B-E-W3;280;2,6000;16/07/2019;"En Cours"
21904932;1770;279146;3191011209;CLH-112/08-PP-BK;150;0,5400;16/07/2019;"En Cours"
21904932;1770;279147;3191032109;CLH-321.3/08-PP-BK;150;0,7500;16/07/2019;"En Cours"
21904933;1768;163732;110103;SP-3-M-W2;600;0,2266;16/07/2019;"En Cours"
21904933;1768;168001;310502;SP-2D-M-W2-OV;2000;0,3090;16/07/2019;"En Cours"
21904933;1768;168486;116202.137;CLH-213.5-PP-BK;600;0,0618;16/07/2019;"En Cours"
21904933;1768;168488;116203.216;CLH-321.3-PP-BK;500;0,0721;16/07/2019;"En Cours"
21904933;1768;168491;125203;DP-3-W3;600;0,0618;16/07/2019;"En Cours"
21904933;1768;168850;116202.163;CLH-216-PP-BK;950;0,0618;16/07/2019;"En Cours"
21904933;1768;168870;125205;DP-5-W3;150;0,0824;16/07/2019;"En Cours"
21904933;1768;172914;116202.183;CLH-218-PP-BK;200;0,0618;16/07/2019;"En Cours"
21904933;1768;232827;3191021510;CLH-215/08-PP-BK;200;0,1100;16/07/2019;"En Cours"
21904933;1768;261357;3191042531;CLH-430/25-PP-BK;100;0,2000;16/07/2019;"En Cours"
21904933;1768;268225;3191032014;CLH-320/13.5-PP-BK;100;0,7100;16/07/2019;"En Cours"
21904933;1768;605816;941112208;SMK-20-08S-B-K-W3;750;2,9000;16/07/2019;"En Cours"
21905083;1768;232827;3191021510;CLH-215/08-PP-BK;200;0,1100;15/07/2019;Expédié
21905110;1768;261452;3191053228;CLH-532/25-PP-BK;70;0,3000;16/07/2019;"En Cours"
