RecordKey;DocType;DocObjectCode;ShipToCode;CardCode;ShipToStreet;ShipToCity;ShipToCounty;ShipToZipCode;DocDate;DocDueDate;PartialSupply;NumAtCard;SalesPersonCode;PaymentGroupCode;TransportationCode;U_code_corres;U_NOMCORRE;U_NBS_UDP;U_AppPL;U_FRANCO;U_MINI;U_GROUPAGE
RecordKey;DocType;DocObjectCode;ShipToCode;CardCode;ShipToStreet;ShipToCity;ShipToCounty;ShipToZipCode;DocDate;DocDueDate;PartialSupply;NumAtCard;SalesPersonCode;PaymentGroupCode;TransportationCode;U_code_corres;U_NOMCORRE;U_NBS_UDP;U_AppPL;U_FRANCO;U_MINI;U_GROUPAGE
1;I;17;ACE CLERMONT;C102150;45 RUE GEORGES BESSE;CLERMONT FERRAND;;63021;20190717;20190101;tYES;789;6;28;2;42;WebShop;1;N;;150;Lundi
