RecordKey;DocType;DocObjectCode;ShipToCode;CardCode;ShipToStreet;ShipToCity;ShipToCounty;ShipToZipCode;DocDate;DocDueDate;PartialSupply;NumAtCard;SalesPersonCode;PaymentGroupCode;TransportationCode;U_code_corres;U_NOMCORRE;U_NBS_UDP;U_AppPL;U_FRANCO;U_MINI;U_GROUPAGE
RecordKey;DocType;DocObjectCode;ShipToCode;CardCode;ShipToStreet;ShipToCity;ShipToCounty;ShipToZipCode;DocDate;DocDueDate;PartialSupply;NumAtCard;SalesPersonCode;PaymentGroupCode;TransportationCode;U_code_corres;U_NOMCORRE;U_NBS_UDP;U_AppPL;U_FRANCO;U_MINI;U_GROUPAGE
1;I;17;CIR CENTRE LOGISTIQUE;C150582;14 rue Ferdinand Lassalle;TOULOUSE;;31200;20190725;20190101;tYES;1;6;28;22;42;WebShop;1;N;500;150;jeudi
